year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type
2018,BMW,340i,34957.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,45998,11.1,7.5,2.4,6.0,Inline
2018,BMW,X4,47416.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,46847,12.9,9.5,2.4,6.0,Inline
2018,BMW,5,35714.0,Sedan,Automatic,4X4,blue,black,5,4,hybrid,46888,10.8,8.7,2.4,4.0,Inline
2018,BMW,5,75000.0,Sedan,Automatic,4X4,white,black,5,4,diesel,47800,10.8,8.7,2.4,6.0,Inline
2018,BMW,5,22219.0,Sedan,Automatic,4X4,gray,black,5,4,hybrid,47800,10.2,7.2,2.4,4.0,Inline
2018,BMW,530i,42000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,38880,10.2,7.2,2.4,4.0,Inline
2020,BMW,X4,91937.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47800,10.0,8.2,2.4,4.0,Inline
2017,BMW,750I,88258.0,Sedan,Automatic,4X4,blue,red,5,4,gasoline,47888,14.3,9.3,2.4,8.0,Inline
2021,BMW,X3,26286.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47900,10.2,8.2,2.4,4.0,Inline
2019,BMW,X4,86276.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,47901,11.9,8.7,2.4,6.0,Inline
2018,BMW,7,94000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,48350,14.3,9.4,4.4,4.0,Other
2018,BMW,5,91708.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,48800,14.3,9.4,2.4,8.0,Inline
2015,BMW,M4,92234.0,Coupe,Manual,RWD,gray,black,5,2,gasoline,48800,13.7,9.0,2.4,6.0,Inline
2018,BMW,5,85678.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,48800,14.3,9.4,2.4,8.0,Inline
2020,BMW,3,101600.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,48995,11.4,8.3,2.4,6.0,Inline
2022,BMW,i4,1220.0,Hatchback,Automatic,4X4,green,black,5,4,electric,95899,0.0,8.7,0.0,0.0,Electric
2022,BMW,330I,23238.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,49888,9.5,6.9,2.0,4.0,Inline
2019,BMW,X5,67631.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49900,11.7,9.1,2.4,6.0,Inline
2019,BMW,X4,82044.0,SUV,Automatic,4X4,black,black,5,4,gasoline,49901,11.9,8.7,2.4,6.0,Inline
2021,BMW,X3,42378.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49901,10.2,8.2,2.4,4.0,Inline
2020,BMW,X4,64717.0,SUV,Automatic,4X4,black,black,5,4,gasoline,50847,10.8,8.0,2.4,4.0,Inline
2018,BMW,6,79777.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,50910,10.8,8.7,2.4,8.0,Inline
2020,BMW,X4,83985.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,45650,10.0,8.2,2.0,4.0,Inline
2018,BMW,7,53123.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,56800,14.3,9.4,2.4,8.0,Inline
2019,BMW,M4,40872.0,Coupe,Automatic,RWD,green,black,5,2,gasoline,85800,14.3,10.4,2.4,6.0,Inline
2018,BMW,X3,36750.0,SUV,Automatic,4X4,black,black,5,4,gasoline,52188,11.7,8.6,3.0,4.0,Other
2018,BMW,5,63000.0,Sedan,Automatic,4X4,blue,black,5,4,hybrid,42500,10.8,8.7,2.4,4.0,Inline
2018,BMW,M3,36512.0,Sedan,Automatic,RWD,white,black,5,4,gasoline,68000,10.8,8.7,2.4,4.0,Inline
2014,BMW,X3,106670.0,SUV,Automatic,4X4,white,black,5,4,gasoline,18995,9.8,7.1,2.4,4.0,Inline
2023,BMW,530e,90.0,Sedan,Automatic,4X4,black,black,5,4,hybrid,79025,10.5,8.4,2.0,4.0,Inline
2018,BMW,3,125418.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,28990,10.2,7.1,2.4,4.0,Inline
2021,BMW,3,16580.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,51888,10.8,8.7,2.0,4.0,Other
2022,BMW,3,21732.0,Sedan,Automatic,4X4,gray,black,5,4,hybrid,52800,10.7,7.9,2.4,4.0,Inline
2018,BMW,M2,54328.0,Coupe,Manual,RWD,white,black,5,2,gasoline,52800,13.1,9.0,2.4,6.0,Inline
2019,BMW,4,52998.0,Convertible,Automatic,4X4,black,black,4,2,gasoline,52801,11.8,7.9,2.4,6.0,Inline
2022,BMW,i4,8871.0,Hatchback,Automatic,4X4,blue,black,5,4,electric,95899,0.0,8.7,0.0,0.0,Electric
2021,BMW,X3,5400.0,SUV,Automatic,4X4,black,black,5,4,gasoline,53800,10.0,8.2,2.4,4.0,Inline
2019,BMW,X5,105669.0,SUV,Automatic,4X4,black,black,5,4,gasoline,53800,10.8,8.7,2.4,6.0,Inline
2018,BMW,M2,50055.0,Coupe,Automatic,RWD,white,black,5,2,gasoline,53800,13.1,9.0,2.4,6.0,Inline
2018,BMW,M2,46402.0,Coupe,Automatic,RWD,black,black,5,2,gasoline,53800,13.1,9.0,2.4,6.0,Inline
2022,BMW,X3,22161.0,SUV,Automatic,4X4,white,black,5,4,gasoline,53900,10.2,8.2,2.4,4.0,Inline
2019,BMW,X5,81626.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,53901,11.7,9.1,2.4,6.0,Inline
2021,BMW,3,19145.0,Sedan,Automatic,4X4,white,black,5,2,hybrid,53980,10.7,7.9,2.0,4.0,Inline
2020,BMW,X4,33280.0,SUV,Automatic,4X4,black,black,5,4,gasoline,54369,10.0,8.2,2.4,4.0,Inline
2019,BMW,X4,64143.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,54800,11.9,8.7,2.4,6.0,Inline
2021,BMW,X5,11000.0,SUV,Automatic,4X4,black,black,5,4,hybrid,85998,11.4,9.2,0.0,0.0,Electric
2019,BMW,X5,77048.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,54801,10.8,8.7,2.4,6.0,Inline
2020,BMW,X4,39038.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,54888,10.0,8.2,2.4,4.0,Inline
2021,BMW,X3,17731.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,54888,11.3,8.7,2.4,6.0,Inline
2019,BMW,X5,82978.0,SUV,Automatic,4X4,white,white,5,2,gasoline,54980,10.8,8.7,3.0,6.0,Inline
2022,BMW,X3,8673.0,SUV,Automatic,4X4,black,red,5,2,gasoline,55480,11.0,8.5,2.0,4.0,Inline
2021,BMW,X4,31148.0,SUV,Automatic,4X4,white,black,5,4,gasoline,55847,10.2,8.2,2.4,4.0,Inline
2022,BMW,330I,9259.0,Sedan,Automatic,4X4,gray,black,5,2,gasoline,55980,9.5,6.9,2.0,4.0,Inline
2019,BMW,X5,62360.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,56595,11.7,9.1,3.0,6.0,Inline
2019,BMW,X5,67000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,56799,11.7,9.1,3.0,4.0,Other
2018,BMW,M4,35507.0,Coupe,Automatic,RWD,gray,orange,4,2,gasoline,64500,13.5,9.3,2.4,6.0,Inline
2019,BMW,X5,69765.0,SUV,Automatic,4X4,black,black,5,4,gasoline,56800,11.7,9.1,2.4,6.0,Inline
2018,BMW,7,53123.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,56800,14.3,9.4,2.4,8.0,Inline
2020,BMW,340i,57000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,56888,11.4,8.3,3.0,4.0,Other
2019,BMW,X5,63201.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,56980,11.7,9.1,3.0,6.0,Inline
2019,BMW,X4,51851.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57800,11.9,8.7,2.4,6.0,Inline
2020,BMW,340i,41302.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,57888,11.4,8.3,2.4,6.0,Inline
2020,BMW,X5,68852.0,SUV,Automatic,4X4,black,black,7,4,gasoline,57888,11.7,9.1,2.4,6.0,Inline
2019,BMW,X5,49383.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57900,11.7,9.1,2.4,6.0,Inline
2019,BMW,X5,45866.0,SUV,Automatic,4X4,white,black,5,2,gasoline,57980,11.7,9.1,3.0,6.0,Inline
2022,BMW,2,90.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,55899,10.4,7.8,2.4,4.0,Inline
2020,BMW,X5,72096.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57995,11.7,9.1,3.0,6.0,Inline
2019,BMW,X5,63874.0,SUV,Automatic,4X4,white,black,7,4,gasoline,58501,11.7,9.1,2.4,6.0,Inline
2020,BMW,X5,62522.0,SUV,Automatic,4X4,gray,brown,5,4,gasoline,58888,11.7,9.1,3.0,4.0,Other
2019,BMW,X5,74505.0,SUV,Automatic,4X4,black,black,5,4,gasoline,58888,11.7,9.1,3.0,6.0,Inline
2019,BMW,X5,68558.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59800,11.7,9.1,2.4,6.0,Inline
2019,BMW,Z4,29234.0,Convertible,Automatic,RWD,blue,black,5,2,gasoline,59800,10.8,8.7,2.4,4.0,Inline
2019,BMW,X5,65066.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59800,11.7,9.1,2.4,6.0,Inline
2017,BMW,X5,72000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,59899,16.6,12.1,4.4,4.0,Other
2019,BMW,X5,54742.0,SUV,Automatic,4X4,black,black,5,2,gasoline,59980,11.7,9.1,3.0,6.0,Inline
2015,BMW,X5,184759.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,24500,13.0,8.9,2.4,6.0,Inline
2019,BMW,X5,31567.0,SUV,Automatic,4X4,white,black,5,4,gasoline,60955,11.7,9.1,2.4,6.0,Inline
2020,BMW,X5,65073.0,SUV,Automatic,4X4,black,black,7,2,gasoline,60980,11.7,9.1,3.0,6.0,Inline
2019,BMW,X5,36953.0,SUV,Automatic,4X4,black,black,5,4,gasoline,61000,11.7,9.1,3.0,6.0,Inline
2017,BMW,M3,77747.0,Sedan,Automatic,RWD,white,black,5,4,gasoline,61800,13.7,9.1,2.4,6.0,Inline
2018,BMW,M4,61187.0,Coupe,Manual,RWD,white,black,5,2,gasoline,62800,13.5,9.3,2.4,6.0,Inline
2016,BMW,X6,60699.0,SUV,Automatic,4X4,black,red,5,4,gasoline,62800,16.6,12.1,2.4,8.0,Inline
2019,BMW,X5,72000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62888,11.7,9.1,3.0,4.0,Other
2020,BMW,X5,58000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62888,11.7,9.1,3.0,4.0,Other
2020,BMW,X5,44412.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,62980,11.7,9.1,3.0,6.0,Inline
2020,BMW,4,29325.0,Convertible,Automatic,4X4,white,black,5,2,gasoline,58500,10.6,7.3,2.0,4.0,Inline
2019,BMW,7,54000.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,63500,14.3,9.4,4.4,8.0,V-Engine
2021,BMW,X3,35529.0,SUV,Automatic,4X4,white,black,5,4,gasoline,63847,11.3,8.7,2.4,6.0,Inline
2017,BMW,X5,87089.0,SUV,Automatic,4X4,black,red,5,4,gasoline,64800,16.6,12.1,2.4,8.0,Inline
2017,BMW,M4,65514.0,Coupe,Automatic,RWD,blue,black,4,2,gasoline,64888,13.7,9.1,3.0,6.0,Inline
2021,BMW,3,22996.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,64994,10.8,8.7,0.0,0.0,Electric
2019,BMW,7,30511.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,65488,14.3,9.4,4.4,8.0,V-Engine
2018,BMW,M4,37111.0,Coupe,Automatic,RWD,white,black,5,2,gasoline,65800,13.7,9.1,2.4,6.0,Inline
2018,BMW,X6,87299.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,66695,16.6,12.1,4.4,8.0,Inline
2017,BMW,X5,70970.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,66800,16.6,12.1,2.4,8.0,Inline
1987,BMW,325I,234345.0,Sedan,Automatic,RWD,blue,black,5,4,gasoline,7495,10.8,8.7,2.4,4.0,Inline
2018,BMW,M3,52811.0,Sedan,Automatic,RWD,orange,black,5,4,gasoline,66910,13.7,9.1,2.4,6.0,Inline
2022,BMW,530,16847.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,67480,10.1,7.4,2.0,4.0,Inline
2021,BMW,4,10058.0,Convertible,Automatic,RWD,black,red,4,2,gasoline,67998,10.8,8.7,2.0,4.0,Inline
2021,BMW,X5,64209.0,SUV,Automatic,4X4,black,black,5,4,gasoline,68800,10.8,8.7,2.4,6.0,Inline
2018,BMW,M4,79173.0,Convertible,Automatic,RWD,blue,orange,5,2,gasoline,68800,13.8,9.4,2.4,6.0,Inline
2022,BMW,3,28000.0,Sedan,Automatic,4X4,black,red,5,4,gasoline,68888,10.8,8.7,2.4,4.0,Other
2021,BMW,X5,30412.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,68994,10.8,8.7,3.0,6.0,V-Engine
2021,BMW,X5,68000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,69799,11.4,9.2,3.0,4.0,Other
2018,BMW,M4,39393.0,Coupe,Automatic,RWD,blue,black,5,2,gasoline,69800,13.5,9.3,2.4,6.0,Inline
2018,BMW,X4,93274.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,36499,11.8,8.6,2.4,4.0,Inline
2020,BMW,X4,78000.0,SUV,Automatic,4X4,red,black,5,4,gasoline,69888,10.8,8.7,3.0,4.0,Other
2021,BMW,X5,53500.0,SUV,Automatic,4X4,blue,brown,7,4,hybrid,69888,11.4,9.2,2.4,6.0,Inline
2023,BMW,530I,6000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,69888,10.1,7.5,2.0,4.0,Other
2017,BMW,M3,73000.0,Sedan,Automatic,RWD,white,black,5,4,gasoline,69888,13.7,9.1,3.0,4.0,Other
2022,BMW,X5,30413.0,SUV,Automatic,4X4,black,black,5,4,hybrid,69900,10.8,8.7,2.4,6.0,Inline
2022,BMW,4,20253.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,69995,10.8,8.7,2.4,6.0,Inline
2021,BMW,X5,16818.0,SUV,Automatic,4X4,white,black,5,4,gasoline,71800,10.8,8.7,2.4,6.0,Inline
2018,BMW,M3,44350.0,Sedan,Manual,RWD,silver,black,5,4,gasoline,72800,13.5,9.3,2.4,6.0,Inline
2017,BMW,M4,37897.0,Coupe,Manual,RWD,red,brown,5,2,gasoline,72800,13.7,9.1,2.4,6.0,Inline
2022,BMW,i4,11507.0,Hatchback,Automatic,RWD,white,black,5,4,electric,79899,0.0,8.7,0.0,0.0,Electric
2020,BMW,Z4,23944.0,Convertible,Automatic,RWD,black,red,2,2,gasoline,72910,10.3,8.0,2.4,6.0,Inline
2020,BMW,M550,54710.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,72980,13.6,9.3,4.4,8.0,Inline
2020,BMW,X5,74000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,73890,10.8,8.7,4.4,4.0,Other
2020,BMW,X6,63088.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,74500,11.7,9.1,2.4,6.0,Inline
2018,BMW,M4,35105.0,Convertible,Automatic,RWD,black,orange,5,2,gasoline,74800,13.7,9.1,2.4,6.0,Inline
2022,BMW,540,9157.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,74980,10.8,8.7,3.0,6.0,Inline
2021,BMW,X5,18281.0,SUV,Automatic,4X4,white,black,5,2,gasoline,75480,10.8,8.7,3.0,6.0,Inline
2021,BMW,X5,33617.0,SUV,Automatic,4X4,gray,black,7,4,hybrid,75847,11.4,9.2,2.4,6.0,Inline
2020,BMW,X3,40267.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,75900,10.8,8.7,2.4,6.0,Inline
2022,BMW,M3,16716.0,Sedan,Automatic,4X4,yellow,black,5,4,gasoline,105991,14.6,10.5,3.0,6.0,Inline
2022,BMW,X5,10373.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,75900,10.8,8.7,2.4,6.0,Inline
2022,BMW,X5,12819.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,75900,10.8,8.7,2.4,6.0,Inline
2021,BMW,540,8324.0,SUV,Automatic,4X4,white,black,5,2,gasoline,75980,10.8,8.7,3.0,6.0,Inline
2022,BMW,X5,21688.0,SUV,Automatic,4X4,white,black,5,2,gasoline,76980,10.8,8.7,3.0,6.0,Inline
2022,BMW,X5,19049.0,SUV,Automatic,4X4,blue,black,5,2,gasoline,76980,10.8,8.7,3.0,6.0,Inline
2020,BMW,X6,49807.0,SUV,Automatic,4X4,black,black,5,2,gasoline,77780,11.7,9.1,3.0,6.0,Inline
2018,BMW,M4,10499.0,Convertible,Automatic,RWD,white,black,5,2,gasoline,78800,13.8,9.4,2.4,6.0,Inline
2018,BMW,M4,9135.0,Convertible,Automatic,RWD,white,orange,5,2,gasoline,78800,13.8,9.4,2.4,6.0,Inline
2021,BMW,X5,23000.0,SUV,Automatic,4X4,blue,brown,5,4,gasoline,78888,14.4,10.6,2.4,8.0,Inline
2016,BMW,2,28190.0,Convertible,Automatic,4X4,other,black,4,2,gasoline,38940,12.0,7.9,3.0,6.0,Inline
2021,BMW,X5,21494.0,SUV,Automatic,4X4,gray,black,5,4,hybrid,78888,10.8,8.7,2.4,6.0,Inline
2019,BMW,X7,52000.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,78888,12.0,9.4,3.0,4.0,Other
2022,BMW,X5,17931.0,SUV,Automatic,4X4,white,black,5,2,gasoline,78980,10.8,8.7,3.0,6.0,Inline
2022,BMW,X5,24150.0,SUV,Automatic,4X4,gray,black,7,2,gasoline,78980,10.8,8.7,3.0,6.0,Inline
2020,BMW,M4,45553.0,Coupe,Manual,RWD,gray,white,4,4,gasoline,78998,13.4,9.6,2.4,6.0,Inline
2022,BMW,X5,31000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,79450,10.8,8.7,3.0,4.0,Other
2019,BMW,X5,82978.0,SUV,Automatic,4X4,white,white,5,2,gasoline,54980,10.8,8.7,3.0,6.0,Inline
2016,BMW,4,92000.0,Coupe,Automatic,4X4,black,red,4,2,gasoline,28295,10.6,7.2,2.0,4.0,Inline
2022,BMW,X5,17246.0,SUV,Automatic,4X4,black,black,5,4,gasoline,79800,10.8,8.7,2.4,6.0,Inline
2019,BMW,M4,40872.0,Coupe,Automatic,RWD,green,black,5,2,gasoline,85800,14.3,10.4,2.4,6.0,Inline
2018,BMW,X3,36750.0,SUV,Automatic,4X4,black,black,5,4,gasoline,52188,11.7,8.6,3.0,4.0,Other
2016,BMW,428i,108862.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,26999,10.6,7.2,2.0,4.0,Inline
2022,BMW,X6,5280.0,SUV,Automatic,4X4,black,black,5,4,gasoline,141800,17.9,13.0,2.4,8.0,Inline
2018,BMW,X5,108432.0,SUV,Automatic,4X4,white,black,5,4,gasoline,35995,13.0,9.8,2.4,6.0,Inline
2018,BMW,3,55912.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,33990,10.2,7.2,2.4,4.0,Inline
2022,BMW,X5,31000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,79450,10.8,8.7,3.0,4.0,Other
2022,BMW,X5,17246.0,SUV,Automatic,4X4,black,black,5,4,gasoline,79800,10.8,8.7,2.4,6.0,Inline
2020,BMW,M4,26174.0,Coupe,Automatic,RWD,black,black,5,2,gasoline,79800,13.4,9.6,2.4,6.0,Inline
2022,BMW,X5,19214.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,79900,10.8,8.7,2.4,6.0,Inline
2022,BMW,i4,11507.0,Hatchback,Automatic,RWD,white,black,5,4,electric,79899,0.0,8.7,0.0,0.0,Electric
2020,BMW,X6,41951.0,SUV,Automatic,4X4,black,black,5,2,gasoline,79980,11.7,9.1,3.0,6.0,Inline
2020,BMW,X6,62262.0,SUV,Automatic,4X4,black,black,5,4,gasoline,80401,14.5,10.7,2.4,8.0,Inline
2019,BMW,X7,68775.0,SUV,Automatic,4X4,white,black,5,2,gasoline,81480,12.0,9.4,3.0,6.0,Inline
2019,BMW,X7,49000.0,SUV,Automatic,4X4,black,black,6,4,gasoline,83899,12.0,9.4,3.0,4.0,Other
2022,BMW,5,14734.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,84800,13.5,9.3,2.4,8.0,Inline
2020,BMW,8,32203.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,84800,14.5,9.9,2.4,8.0,Inline
2022,BMW,X5,20664.0,SUV,Automatic,4X4,black,black,5,4,gasoline,84995,10.8,8.7,3.0,6.0,Inline
2019,BMW,M4,40872.0,Coupe,Automatic,RWD,green,black,5,2,gasoline,85800,14.3,10.4,2.4,6.0,Inline
2019,BMW,X6,32000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,85888,16.6,12.1,4.4,4.0,Other
2016,BMW,2,28190.0,Convertible,Automatic,4X4,other,black,4,2,gasoline,38940,12.0,7.9,3.0,6.0,Inline
2021,BMW,X6,23862.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,85980,10.8,8.7,3.0,6.0,Inline
2022,BMW,X6,27524.0,SUV,Automatic,4X4,white,black,5,4,gasoline,86900,10.8,8.7,2.4,6.0,Inline
2020,BMW,M4,19763.0,Convertible,Automatic,RWD,white,black,5,2,gasoline,87800,13.8,9.4,2.4,6.0,Inline
2020,BMW,8,21000.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,88800,13.6,9.3,4.4,4.0,Other
2019,BMW,M4,30445.0,Coupe,Automatic,RWD,green,black,5,2,gasoline,88800,13.4,9.6,2.4,6.0,Inline
2022,BMW,X6,25228.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,88980,10.8,8.7,3.0,6.0,Inline
2021,BMW,X7,65812.0,SUV,Automatic,4X4,white,black,5,4,gasoline,89800,10.8,8.7,2.4,6.0,Inline
2020,BMW,X7,26282.0,SUV,Automatic,4X4,black,black,5,4,gasoline,89800,12.0,9.4,2.4,6.0,Inline
2022,BMW,X6,11504.0,SUV,Automatic,4X4,black,black,5,4,gasoline,89888,10.8,8.7,2.4,6.0,Inline
2021,BMW,X3,45815.0,SUV,Automatic,4X4,black,red,5,4,gasoline,84999,10.8,8.7,2.4,6.0,Inline
2022,BMW,X6,24812.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,92480,10.8,8.7,3.0,6.0,Inline
2020,BMW,M4,7195.0,Coupe,Manual,RWD,green,black,5,2,gasoline,93800,13.4,9.6,2.4,6.0,Inline
2021,BMW,M3,21610.0,Sedan,Manual,RWD,green,black,5,4,gasoline,99800,10.8,8.7,2.4,6.0,Inline
2020,BMW,M2,6282.0,Coupe,Automatic,RWD,white,black,5,4,gasoline,99900,10.8,8.7,2.4,6.0,Inline
2020,BMW,M5,46896.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,102910,10.8,8.7,2.4,8.0,Inline
2021,BMW,M850,29901.0,Sedan,Automatic,4X4,white,black,5,2,gasoline,104980,14.0,9.7,4.4,8.0,Inline
2021,BMW,X7,23088.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,108800,10.8,8.7,2.4,6.0,Inline
2022,BMW,M3,10592.0,Sedan,Manual,RWD,green,black,5,4,gasoline,108900,14.7,10.1,2.4,6.0,Inline
2021,BMW,M3,19441.0,Sedan,Automatic,RWD,black,orange,5,4,gasoline,108985,10.8,8.7,2.4,6.0,Inline
2018,BMW,4,51285.0,Hatchback,Automatic,4X4,black,black,5,4,gasoline,36950,11.1,7.5,2.4,6.0,Inline
2022,BMW,M3,6873.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,109800,14.5,10.2,2.4,6.0,Inline
2021,BMW,M3,13900.0,Sedan,Automatic,RWD,gray,black,5,4,gasoline,109800,10.8,8.7,2.4,6.0,Inline
2020,BMW,X5,47618.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,109910,10.8,8.7,2.4,8.0,Inline
2022,BMW,M4,12515.0,Coupe,Automatic,4X4,green,black,5,2,gasoline,115980,14.6,10.5,3.0,6.0,Inline
2022,BMW,M3,3254.0,Sedan,Manual,RWD,white,black,5,2,gasoline,115980,14.7,10.1,3.0,6.0,Inline
2022,BMW,M4,10752.0,Convertible,Automatic,4X4,blue,black,5,2,gasoline,116800,10.8,8.7,2.4,6.0,Inline
2022,BMW,X7,4305.0,SUV,Automatic,4X4,black,black,6,4,gasoline,118800,10.8,8.7,2.4,6.0,Inline
2022,BMW,M4,11487.0,Convertible,Automatic,4X4,yellow,black,5,2,gasoline,119800,15.1,10.4,2.4,6.0,Inline
2020,BMW,M5,36632.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,119800,10.8,8.7,2.4,8.0,Inline
2018,BMW,7,67355.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,68900,10.8,8.7,6.6,12.0,V-Engine
2020,BMW,M5,28637.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,119800,10.8,8.7,2.4,8.0,Inline
2022,BMW,M4,4805.0,Convertible,Automatic,4X4,blue,black,5,2,gasoline,121800,15.1,10.4,2.4,6.0,Inline
2020,BMW,M5,17216.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,121901,10.8,8.7,2.4,8.0,Inline
2022,BMW,M4,8000.0,Convertible,Automatic,4X4,gray,black,4,2,gasoline,122799,15.1,10.4,3.0,4.0,Other
2021,BMW,M5,29000.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,129888,16.0,11.0,4.4,4.0,Other
2012,BMW,X1,126777.0,SUV,Automatic,4X4,black,black,5,4,gasoline,12995,10.2,6.5,2.0,4.0,Inline
2014,BMW,X1,120000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,14444,9.1,6.2,2.4,4.0,Other
2013,BMW,3,110585.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,15395,9.0,6.0,2.4,4.0,Inline
2014,BMW,3,146000.0,Sedan,Automatic,4X4,blue,orange,5,4,gasoline,15777,9.3,6.0,2.4,4.0,Inline
2021,BMW,X5,11000.0,SUV,Automatic,4X4,black,black,5,4,hybrid,85998,11.4,9.2,0.0,0.0,Electric
2008,BMW,3,148845.0,Convertible,Automatic,RWD,gray,black,4,2,gasoline,15995,12.4,7.7,2.4,6.0,Inline
2014,BMW,X3,148000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,16888,9.8,7.1,2.0,4.0,Other
2016,BMW,4,195000.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,16999,10.7,6.9,2.4,4.0,Inline
2008,BMW,6,141729.0,Convertible,Automatic,RWD,gray,black,4,2,gasoline,17910,15.0,9.6,2.4,8.0,Inline
2014,BMW,5,164148.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,18450,10.4,6.7,2.4,6.0,Inline
2008,BMW,335i,108376.0,Convertible,Automatic,RWD,black,beige,5,2,gasoline,18880,12.4,7.7,3.0,4.0,Other
2013,BMW,5,127000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,18888,9.8,6.6,2.4,6.0,Inline
2013,BMW,3,91266.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,19888,9.0,6.0,2.4,4.0,Inline
2014,BMW,4,133000.0,Coupe,Automatic,4X4,black,black,4,2,gasoline,20450,10.8,8.7,2.0,4.0,Other
